0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,0003
0,0004
0,0004
0,0005
0,0006
0,0007
0,0007
0,0008
0,0009
0,0009
0,001
0,001
0,0011
0,0012
0,0013
0,0013
0,0013
0,0014
0,0015
0,0015
0,0015
0,0015
0,0016
0,0017
0,0018
0,0018
0,0018
0,002
0,0021
0,0023
0,0023
0,0023
0,0024
0,0025
0,0025
0,0028
0,0032
0,0042
0,0042
0,0043
0,0045
0,0048
0,0049
0,005
0,0058
0,0063
0,0064
0,0065
0,0066
0,0067
0,0068
0,0076
0,0076
0,008
0,008
0,0086
0,0092
0,0092
0,01
0,0101
0,0103
0,0104
0,0106
0,0111
0,012
0,0126
0,0128
0,0134
0,0142
0,0158
0,0176
0,0215
0,0222
0,0238
0,024
0,0251
0,0263
0,0263
0,027
0,0278
0,0291
0,0292
0,0294
0,0329
0,0338
0,0339
0,0346
0,0445
0,0453
0,0534
0,0588
0,0654
0,0811
0,0873
0,0948
0,0969
0,142
0,1801
0,1842
0,1952
1
0
0
0
0,0093
0
0,0026
0,0007
0,0001
0,0007
0
0,0023
0,0006
0,0002
0,0002
0,0014
0,0095
0
0,0074
0,0006
0
0,0013
0,0081
0,003
0,0039
0,0014
0,006
0,0007
0,0002
0
0
0,004
0,0005
0,0085
0,0028
0,0082
0,0103
0,0049
0,0164
0,0098
0,0202
0,009
0,0085
0,0227
0
0,001
0,0222
0
0
0
0
0
0
0,0073
0,0024
0,0793
0,006
0
0,0008
0
0
0
0
0,0032
0
0
0
0
0,0004
0,0047
0
0
0
0,0131
0
0
0,0014
0
0
0,0035
0
0,004
0,0315
0,0066
0,0009
0,002
0
0,0031
0,006
0,0143
0,0103
0,002
0
0
0
0,0514
0,0069
0,0013
0,0036
0
0
0,002
0,0056
0,0053
0,0258
0
0
0,0015
0,0034
0,0067
0,0019
0,0016
0,0055
0,012
0,0012
0
0
0,0074
0,001
0,0036
0,0005
0,0027
0,0052
0,0184
0,0016
0
0,0116
0
0,0101
0
0
0
0,0168
0,0361
0
0
0
0,0071
0,015
0,0054
0,0393
0,0112
0,0147
0,0225
0
0,0263
0
0,0091
0,0277
0,0649
0
0
0,0475
0,0033
0,0033
0
0
0,0075
0,0045
0
0
0,0055
0
0,0036
0
0,0072
0
0
0,0042
0,0015
0
0
0,6841
0,0064
0
0,0022
0,0028
0
0,0058
0,0007
0,0045
0
0
0,0022
0,0029
0
0,0058
0,0141
0
0
0,0005
0
0,0059
0,0003
0
0,0011
0,0031
0
0,0091
0
0
0
0
0
0,0059
0,0089
0
0
0
0
0
0,0759
0,003
0,0018
0
0
0,0034
0,0049
0,002
0,0063
0,0029
0,0051
0,0061
0,056
0
0,0353
0,0018
0,0645
0,0092
0,0029
0,0016
0,0067
0,002
0,2553
0,0025
0
0,0012
0
0,0242
0,0019
0,0018
0,015
0,0428
0
0
0
0,0397
0,0079
0
0,0025
0,0135
0,0372
0,0099
0
0
0
0,0018
0,0455
0,0053
0
0
0
0,002
0,0004
0
0,0059
0,0498
0,0102
0
0
